ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
212137,Delhi,Dwarka,Locality_150,Independent House,5,1192,141.03,0.12,2004,Unfurnished,26,8,21,6,4,Medium,No,No,"Garden, Gym, Playground",North,Owner,Under_Construction
212138,Rajasthan,Jaipur,Locality_306,Villa,3,675,203.28,0.3,1991,Semi-furnished,19,17,34,4,9,Medium,No,No,"Clubhouse, Playground",South,Builder,Under_Construction
212139,Andhra Pradesh,Vijayawada,Locality_442,Villa,1,2356,83.2,0.04,1990,Semi-furnished,5,8,35,7,4,Low,Yes,Yes,Clubhouse,East,Broker,Under_Construction
212140,Tamil Nadu,Coimbatore,Locality_166,Independent House,4,1744,149.42,0.09,2002,Semi-furnished,6,4,23,1,3,Medium,No,No,Playground,West,Owner,Ready_to_Move
212141,Bihar,Gaya,Locality_430,Independent House,2,3564,491.78,0.14,2018,Unfurnished,3,8,7,4,3,Low,No,No,Playground,South,Builder,Ready_to_Move
212142,Chhattisgarh,Bilaspur,Locality_145,Villa,1,4398,428.98,0.1,2022,Unfurnished,13,8,3,7,3,Medium,No,No,"Pool, Clubhouse, Playground, Garden, Gym",West,Broker,Under_Construction
212143,Karnataka,Bangalore,Locality_135,Independent House,5,2376,223.18,0.09,2001,Semi-furnished,10,25,24,4,3,High,No,Yes,"Clubhouse, Garden",East,Broker,Ready_to_Move
212144,Uttar Pradesh,Noida,Locality_339,Independent House,5,1610,304.05,0.19,2020,Unfurnished,29,16,5,8,6,High,Yes,No,"Clubhouse, Garden, Gym, Pool",South,Broker,Ready_to_Move
212145,Andhra Pradesh,Vijayawada,Locality_399,Villa,4,702,368.38,0.52,2013,Unfurnished,24,13,12,5,8,Low,No,No,"Clubhouse, Pool, Garden",South,Owner,Ready_to_Move
212146,Rajasthan,Jaipur,Locality_458,Independent House,5,2393,426.44,0.18,2020,Unfurnished,3,9,5,8,6,Medium,No,No,"Garden, Playground",East,Owner,Under_Construction
212147,Delhi,Dwarka,Locality_294,Apartment,2,2969,384.63,0.13,2018,Unfurnished,14,15,7,3,7,High,No,Yes,Garden,North,Builder,Ready_to_Move
212148,Maharashtra,Nagpur,Locality_498,Independent House,2,2647,27.31,0.01,1990,Unfurnished,29,25,35,1,4,Medium,No,No,"Garden, Pool, Playground, Clubhouse",South,Builder,Ready_to_Move
212149,Bihar,Patna,Locality_410,Villa,1,4267,304.07,0.07,2017,Furnished,23,15,8,2,6,Low,No,No,Garden,North,Broker,Under_Construction
212150,Assam,Guwahati,Locality_323,Villa,4,1381,319.64,0.23,2016,Semi-furnished,4,10,9,2,4,Medium,Yes,Yes,"Playground, Clubhouse, Garden",South,Owner,Ready_to_Move
212151,Tamil Nadu,Coimbatore,Locality_137,Independent House,5,653,302.21,0.46,2022,Unfurnished,17,29,3,8,3,Medium,No,No,"Pool, Garden",South,Builder,Ready_to_Move
212152,Haryana,Faridabad,Locality_498,Villa,3,1377,223.67,0.16,2017,Semi-furnished,24,4,8,8,7,Medium,No,No,"Clubhouse, Pool, Gym, Playground, Garden",South,Broker,Ready_to_Move
212153,Maharashtra,Mumbai,Locality_490,Villa,3,3665,248.87,0.07,2015,Unfurnished,20,26,10,7,3,High,No,Yes,"Playground, Gym, Garden",North,Broker,Under_Construction
212154,Punjab,Amritsar,Locality_252,Villa,1,3903,47.02,0.01,2004,Unfurnished,26,6,21,1,10,High,Yes,Yes,"Playground, Clubhouse, Pool, Garden, Gym",South,Broker,Ready_to_Move
212155,Andhra Pradesh,Vijayawada,Locality_495,Apartment,1,3069,315.76,0.1,2002,Semi-furnished,9,3,23,4,5,Low,No,Yes,"Playground, Garden, Clubhouse",West,Owner,Under_Construction
212156,Tamil Nadu,Chennai,Locality_235,Independent House,5,4793,461.3,0.1,2004,Furnished,16,2,21,6,7,Medium,Yes,Yes,Gym,South,Broker,Ready_to_Move
212157,Madhya Pradesh,Indore,Locality_5,Independent House,4,2294,161.25,0.07,1998,Unfurnished,26,12,27,5,6,High,Yes,Yes,Playground,North,Broker,Under_Construction
212158,Rajasthan,Jaipur,Locality_424,Villa,1,4265,226.42,0.05,1999,Unfurnished,1,27,26,3,9,High,Yes,No,"Clubhouse, Gym, Garden, Playground, Pool",North,Broker,Under_Construction
212159,Jharkhand,Jamshedpur,Locality_76,Villa,5,1009,88.96,0.09,2022,Semi-furnished,25,20,3,3,7,Medium,Yes,No,"Playground, Gym",West,Owner,Ready_to_Move
212160,Bihar,Gaya,Locality_477,Apartment,3,3657,351.9,0.1,2011,Unfurnished,23,20,14,2,9,High,Yes,Yes,"Gym, Clubhouse, Pool, Playground",South,Owner,Ready_to_Move
212161,Andhra Pradesh,Vijayawada,Locality_260,Villa,1,4630,431.25,0.09,2002,Unfurnished,13,4,23,9,9,High,No,Yes,"Playground, Garden, Pool, Gym",West,Builder,Under_Construction
212162,Bihar,Gaya,Locality_87,Apartment,4,1526,410.53,0.27,2001,Furnished,22,7,24,4,9,Medium,Yes,No,"Clubhouse, Pool, Gym, Garden, Playground",South,Owner,Under_Construction
212163,Uttar Pradesh,Noida,Locality_163,Villa,1,3440,434.6,0.13,2003,Semi-furnished,20,3,22,4,10,Medium,No,Yes,"Clubhouse, Pool, Gym, Garden, Playground",South,Broker,Ready_to_Move
212164,Assam,Guwahati,Locality_341,Villa,5,2620,402.89,0.15,2008,Semi-furnished,4,6,17,8,1,Low,No,No,"Gym, Pool, Clubhouse",South,Broker,Ready_to_Move
212165,Punjab,Ludhiana,Locality_123,Independent House,2,1423,201.55,0.14,2012,Unfurnished,20,24,13,8,10,Medium,Yes,No,"Playground, Pool, Clubhouse, Gym, Garden",North,Broker,Under_Construction
212166,Chhattisgarh,Bilaspur,Locality_181,Villa,5,2711,342.01,0.13,2002,Unfurnished,1,4,23,5,1,Medium,No,No,"Playground, Pool, Gym, Clubhouse, Garden",South,Owner,Under_Construction
212167,Uttar Pradesh,Noida,Locality_136,Villa,1,3849,213.67,0.06,2023,Semi-furnished,24,7,2,8,6,High,No,No,"Playground, Pool, Clubhouse, Gym, Garden",North,Builder,Ready_to_Move
212168,Punjab,Amritsar,Locality_462,Villa,2,3495,344.13,0.1,1994,Semi-furnished,14,10,31,7,10,Low,Yes,Yes,Clubhouse,North,Owner,Ready_to_Move
212169,Uttar Pradesh,Noida,Locality_448,Villa,1,2676,282.03,0.11,2019,Furnished,25,12,6,10,9,Low,No,No,"Playground, Pool, Gym, Clubhouse, Garden",West,Owner,Ready_to_Move
212170,Madhya Pradesh,Bhopal,Locality_219,Villa,1,1177,478.78,0.41,2009,Unfurnished,7,20,16,7,3,High,Yes,No,"Clubhouse, Gym, Garden",South,Broker,Under_Construction
212171,Chhattisgarh,Bilaspur,Locality_493,Apartment,1,1783,414.99,0.23,2019,Furnished,13,28,6,6,3,Medium,Yes,Yes,"Gym, Pool, Clubhouse, Playground, Garden",South,Owner,Ready_to_Move
212172,Bihar,Patna,Locality_478,Independent House,4,3363,175.14,0.05,1990,Furnished,11,15,35,1,9,High,No,No,Clubhouse,East,Owner,Under_Construction
212173,Rajasthan,Jaipur,Locality_36,Villa,3,2142,114.77,0.05,2003,Unfurnished,9,14,22,7,1,Medium,No,Yes,"Playground, Pool, Gym",North,Broker,Ready_to_Move
212174,Tamil Nadu,Chennai,Locality_415,Apartment,3,4218,431.23,0.1,2010,Furnished,30,7,15,10,5,Low,No,No,"Clubhouse, Garden, Playground",East,Broker,Ready_to_Move
212175,Odisha,Bhubaneswar,Locality_119,Villa,3,883,130.92,0.15,1997,Semi-furnished,27,29,28,4,7,Medium,No,Yes,"Pool, Gym, Garden, Playground, Clubhouse",South,Owner,Ready_to_Move
212176,Jharkhand,Ranchi,Locality_112,Independent House,4,2712,161.46,0.06,1996,Furnished,9,12,29,2,2,Medium,No,No,"Gym, Garden, Playground, Clubhouse",North,Broker,Under_Construction
212177,Punjab,Ludhiana,Locality_142,Independent House,3,4141,44.48,0.01,1990,Furnished,21,28,35,10,9,Medium,Yes,No,Pool,West,Owner,Ready_to_Move
212178,Bihar,Patna,Locality_374,Apartment,3,2452,319.4,0.13,1992,Unfurnished,7,15,33,8,7,Medium,No,Yes,Gym,East,Broker,Ready_to_Move
212179,Uttar Pradesh,Noida,Locality_257,Independent House,3,3515,89.43,0.03,1996,Furnished,10,14,29,1,6,Low,Yes,Yes,"Gym, Pool, Playground, Clubhouse, Garden",North,Broker,Ready_to_Move
212180,Haryana,Faridabad,Locality_303,Villa,4,3751,269.18,0.07,2019,Unfurnished,28,14,6,10,3,High,Yes,No,Gym,East,Broker,Ready_to_Move
212181,Uttarakhand,Dehradun,Locality_287,Independent House,2,1996,477.42,0.24,2005,Semi-furnished,27,22,20,4,9,Medium,Yes,Yes,Garden,East,Builder,Under_Construction
212182,Rajasthan,Jaipur,Locality_120,Independent House,1,4940,29.23,0.01,1996,Unfurnished,27,17,29,7,6,Low,Yes,No,"Playground, Garden, Clubhouse, Pool",North,Broker,Ready_to_Move
212183,Uttar Pradesh,Noida,Locality_168,Villa,2,1152,487.6,0.42,2012,Semi-furnished,25,17,13,6,5,Low,Yes,No,Pool,South,Broker,Ready_to_Move
212184,Rajasthan,Jodhpur,Locality_179,Apartment,2,3514,262.96,0.07,2014,Unfurnished,13,10,11,1,6,Medium,No,No,Gym,East,Owner,Ready_to_Move
212185,Bihar,Gaya,Locality_66,Apartment,3,4892,420.58,0.09,2017,Semi-furnished,28,23,8,10,10,High,Yes,Yes,"Pool, Gym",North,Owner,Ready_to_Move
212186,Andhra Pradesh,Vijayawada,Locality_75,Villa,4,1002,220.39,0.22,2005,Unfurnished,10,20,20,3,4,High,Yes,No,"Clubhouse, Pool, Playground, Gym",West,Builder,Ready_to_Move
212187,Kerala,Kochi,Locality_343,Villa,4,1464,27.63,0.02,2009,Furnished,4,1,16,9,3,Low,Yes,No,"Garden, Clubhouse, Pool, Gym",West,Broker,Under_Construction
212188,Uttarakhand,Haridwar,Locality_106,Villa,1,4131,486.56,0.12,2013,Semi-furnished,22,8,12,3,5,High,Yes,Yes,"Clubhouse, Pool",South,Builder,Under_Construction
212189,Bihar,Patna,Locality_176,Villa,1,1758,491.11,0.28,2005,Furnished,14,6,20,9,4,High,Yes,No,"Gym, Pool",East,Broker,Under_Construction
212190,Kerala,Trivandrum,Locality_398,Independent House,1,4813,345.63,0.07,1996,Furnished,14,10,29,1,5,Medium,No,Yes,"Playground, Clubhouse",East,Builder,Under_Construction
212191,Assam,Guwahati,Locality_229,Apartment,1,4176,72.1,0.02,1996,Semi-furnished,12,1,29,7,1,Low,Yes,No,"Playground, Garden, Gym, Pool",East,Broker,Under_Construction
212192,West Bengal,Durgapur,Locality_451,Villa,5,712,287.81,0.4,1990,Unfurnished,10,24,35,7,4,Low,No,No,"Garden, Pool, Playground",North,Builder,Ready_to_Move
212193,Assam,Guwahati,Locality_445,Villa,2,1607,242.62,0.15,2001,Furnished,18,29,24,7,4,Low,No,Yes,"Pool, Playground",West,Builder,Ready_to_Move
212194,Uttarakhand,Dehradun,Locality_420,Independent House,3,1430,421.38,0.29,2002,Furnished,25,30,23,2,4,High,Yes,No,"Garden, Playground, Gym, Clubhouse, Pool",North,Builder,Under_Construction
212195,Karnataka,Bangalore,Locality_83,Independent House,5,1853,86.02,0.05,2007,Unfurnished,0,6,18,8,10,Medium,Yes,Yes,Pool,East,Owner,Under_Construction
212196,Uttar Pradesh,Lucknow,Locality_429,Independent House,1,4725,175.36,0.04,1995,Semi-furnished,18,2,30,3,1,Medium,No,Yes,"Gym, Garden, Playground, Clubhouse, Pool",West,Owner,Ready_to_Move
212197,Gujarat,Surat,Locality_327,Independent House,4,4986,75.99,0.02,2009,Unfurnished,13,3,16,7,3,Medium,No,No,"Pool, Playground, Gym, Clubhouse, Garden",East,Builder,Ready_to_Move
212198,Haryana,Gurgaon,Locality_323,Independent House,5,3703,17.97,0.0,2010,Unfurnished,7,24,15,8,2,Medium,No,No,"Pool, Garden, Gym, Clubhouse, Playground",East,Owner,Under_Construction
212199,Bihar,Patna,Locality_272,Independent House,3,2028,444.88,0.22,2018,Semi-furnished,30,23,7,6,1,High,Yes,No,"Playground, Pool, Gym",West,Broker,Under_Construction
212200,Andhra Pradesh,Vijayawada,Locality_470,Villa,2,3278,116.25,0.04,1991,Furnished,27,5,34,8,6,High,No,No,Clubhouse,East,Broker,Under_Construction
212201,Chhattisgarh,Raipur,Locality_235,Independent House,2,2197,464.7,0.21,2000,Unfurnished,16,17,25,3,7,Low,Yes,Yes,"Pool, Gym, Clubhouse",South,Broker,Under_Construction
212202,Bihar,Patna,Locality_30,Apartment,4,4070,98.9,0.02,2015,Furnished,28,8,10,8,6,Medium,Yes,Yes,"Playground, Pool, Gym",North,Builder,Under_Construction
212203,Assam,Guwahati,Locality_215,Apartment,5,892,175.61,0.2,1998,Semi-furnished,28,24,27,6,6,Low,No,Yes,Clubhouse,West,Owner,Under_Construction
212204,Odisha,Cuttack,Locality_135,Apartment,3,2146,378.74,0.18,2011,Semi-furnished,19,19,14,9,4,High,No,No,"Garden, Clubhouse",South,Broker,Ready_to_Move
212205,Telangana,Warangal,Locality_263,Apartment,4,2578,175.03,0.07,2012,Unfurnished,11,14,13,5,1,High,Yes,No,"Garden, Playground, Gym, Clubhouse, Pool",South,Builder,Ready_to_Move
212206,Jharkhand,Jamshedpur,Locality_9,Villa,3,893,475.47,0.53,2017,Unfurnished,21,30,8,1,9,High,Yes,No,"Gym, Playground, Clubhouse, Pool, Garden",North,Builder,Under_Construction
212207,Odisha,Cuttack,Locality_404,Apartment,3,2285,478.48,0.21,2021,Furnished,29,1,4,2,3,Medium,Yes,No,"Gym, Clubhouse, Garden",South,Builder,Ready_to_Move
212208,Madhya Pradesh,Indore,Locality_230,Villa,3,888,37.03,0.04,2014,Unfurnished,11,29,11,7,6,Low,Yes,No,"Gym, Playground, Pool",North,Broker,Under_Construction
212209,Maharashtra,Pune,Locality_99,Villa,5,4743,156.02,0.03,2003,Semi-furnished,24,24,22,7,9,Medium,Yes,Yes,"Gym, Clubhouse, Garden",North,Builder,Ready_to_Move
212210,Rajasthan,Jaipur,Locality_398,Apartment,5,2623,231.21,0.09,2016,Furnished,25,14,9,10,4,Low,No,No,"Garden, Gym, Pool, Playground, Clubhouse",East,Broker,Under_Construction
212211,Maharashtra,Nagpur,Locality_84,Apartment,3,3728,292.16,0.08,2009,Unfurnished,15,5,16,9,5,Medium,Yes,Yes,"Playground, Garden, Clubhouse",West,Broker,Ready_to_Move
212212,Jharkhand,Jamshedpur,Locality_26,Independent House,1,2852,43.07,0.02,2011,Semi-furnished,15,25,14,9,8,High,No,Yes,"Pool, Clubhouse",North,Builder,Under_Construction
212213,Gujarat,Ahmedabad,Locality_62,Independent House,5,1365,421.86,0.31,2012,Furnished,9,6,13,3,5,Low,No,Yes,"Gym, Pool, Garden, Clubhouse, Playground",South,Builder,Ready_to_Move
212214,West Bengal,Kolkata,Locality_234,Villa,4,1154,207.15,0.18,2021,Semi-furnished,23,23,4,8,6,Low,No,Yes,"Garden, Pool, Playground, Gym, Clubhouse",East,Broker,Ready_to_Move
212215,Kerala,Trivandrum,Locality_178,Villa,1,3284,494.24,0.15,2016,Furnished,6,6,9,2,7,High,No,No,"Gym, Garden, Playground, Clubhouse, Pool",South,Owner,Under_Construction
212216,Uttarakhand,Dehradun,Locality_378,Apartment,4,1807,110.8,0.06,1995,Semi-furnished,15,27,30,10,9,Low,Yes,No,"Garden, Clubhouse, Pool, Playground",South,Broker,Ready_to_Move
212217,Uttar Pradesh,Lucknow,Locality_8,Villa,5,1838,111.57,0.06,1995,Unfurnished,0,4,30,7,7,Low,Yes,Yes,"Pool, Playground, Garden",North,Owner,Under_Construction
212218,Jharkhand,Jamshedpur,Locality_418,Villa,4,1745,241.28,0.14,2003,Semi-furnished,25,17,22,7,1,High,Yes,Yes,"Clubhouse, Pool",North,Broker,Ready_to_Move
212219,Tamil Nadu,Chennai,Locality_32,Apartment,3,4076,174.06,0.04,1999,Furnished,5,6,26,8,3,High,Yes,Yes,"Garden, Clubhouse, Gym, Playground, Pool",South,Broker,Ready_to_Move
212220,Madhya Pradesh,Indore,Locality_80,Independent House,1,2182,235.88,0.11,2023,Furnished,3,6,2,8,1,Medium,Yes,No,Playground,West,Owner,Ready_to_Move
212221,Assam,Silchar,Locality_115,Independent House,3,1815,493.64,0.27,1996,Unfurnished,12,13,29,2,9,High,No,Yes,"Clubhouse, Gym",South,Broker,Ready_to_Move
212222,Madhya Pradesh,Indore,Locality_67,Apartment,4,1671,239.97,0.14,2023,Furnished,1,3,2,4,9,Low,Yes,Yes,Gym,South,Broker,Ready_to_Move
212223,Karnataka,Mysore,Locality_157,Independent House,3,3855,306.13,0.08,2006,Unfurnished,1,1,19,5,5,Medium,No,No,"Clubhouse, Playground",South,Builder,Under_Construction
212224,Chhattisgarh,Bilaspur,Locality_72,Apartment,3,1710,106.86,0.06,1996,Semi-furnished,14,9,29,9,9,Medium,No,No,"Playground, Pool, Garden, Gym",East,Owner,Under_Construction
212225,Rajasthan,Jodhpur,Locality_431,Independent House,4,2004,48.78,0.02,1996,Unfurnished,21,7,29,4,1,High,Yes,Yes,"Playground, Clubhouse, Gym, Pool",East,Owner,Under_Construction
212226,Punjab,Ludhiana,Locality_492,Villa,3,2507,73.05,0.03,2023,Unfurnished,30,7,2,8,5,Low,Yes,No,"Garden, Clubhouse, Playground, Gym",North,Broker,Ready_to_Move
212227,Telangana,Hyderabad,Locality_495,Independent House,5,3465,355.19,0.1,2010,Semi-furnished,23,26,15,10,7,High,No,No,"Garden, Pool, Clubhouse, Playground",East,Broker,Under_Construction
212228,West Bengal,Kolkata,Locality_422,Villa,4,541,256.13,0.47,2016,Semi-furnished,8,5,9,6,5,Medium,Yes,No,Clubhouse,East,Broker,Ready_to_Move
212229,West Bengal,Kolkata,Locality_239,Independent House,5,4080,448.45,0.11,2006,Semi-furnished,6,19,19,9,3,High,No,Yes,"Clubhouse, Pool, Playground",South,Owner,Ready_to_Move
212230,Karnataka,Mysore,Locality_248,Independent House,4,4011,331.05,0.08,1998,Semi-furnished,24,29,27,5,10,Low,Yes,No,"Pool, Garden, Gym, Clubhouse, Playground",North,Owner,Under_Construction
212231,Kerala,Trivandrum,Locality_72,Villa,3,4830,237.25,0.05,2004,Unfurnished,25,17,21,9,3,Low,Yes,No,"Pool, Gym, Clubhouse, Playground, Garden",South,Builder,Ready_to_Move
212232,Delhi,Dwarka,Locality_40,Independent House,3,2055,393.36,0.19,2007,Unfurnished,11,11,18,9,5,Medium,No,No,"Pool, Garden, Gym, Playground",East,Broker,Under_Construction
212233,Bihar,Gaya,Locality_195,Apartment,1,4025,456.96,0.11,2013,Unfurnished,22,14,12,7,1,Low,No,Yes,Gym,North,Broker,Ready_to_Move
212234,Jharkhand,Jamshedpur,Locality_161,Villa,4,2339,364.96,0.16,2005,Furnished,19,30,20,10,2,Medium,Yes,No,"Clubhouse, Gym, Playground, Pool, Garden",South,Builder,Under_Construction
212235,Jharkhand,Ranchi,Locality_97,Villa,4,1083,482.96,0.45,1993,Unfurnished,18,10,32,2,8,Medium,Yes,Yes,"Pool, Gym, Clubhouse, Garden",East,Builder,Ready_to_Move
212236,Odisha,Bhubaneswar,Locality_98,Apartment,2,4563,227.43,0.05,2008,Furnished,1,5,17,10,7,Medium,No,No,"Playground, Clubhouse, Pool, Gym",North,Builder,Under_Construction
212237,Punjab,Amritsar,Locality_237,Villa,2,3370,407.75,0.12,2021,Unfurnished,3,10,4,3,1,Medium,No,No,"Clubhouse, Pool, Garden, Playground",West,Broker,Under_Construction
212238,Punjab,Amritsar,Locality_261,Apartment,4,3581,221.2,0.06,2003,Semi-furnished,6,4,22,8,10,Medium,Yes,No,"Gym, Garden, Playground, Clubhouse, Pool",East,Broker,Under_Construction
212239,Chhattisgarh,Bilaspur,Locality_348,Apartment,4,4817,45.49,0.01,2000,Semi-furnished,23,26,25,9,6,Medium,Yes,No,"Pool, Clubhouse, Gym, Garden, Playground",West,Broker,Under_Construction
212240,Gujarat,Ahmedabad,Locality_378,Apartment,4,3302,263.57,0.08,2009,Furnished,30,28,16,2,7,Medium,No,Yes,"Playground, Garden",North,Builder,Ready_to_Move
212241,Uttarakhand,Haridwar,Locality_182,Villa,5,1625,56.49,0.03,2017,Unfurnished,23,1,8,5,8,Medium,No,No,"Playground, Pool, Garden, Gym",North,Owner,Ready_to_Move
212242,Madhya Pradesh,Bhopal,Locality_49,Independent House,2,1788,13.71,0.01,2002,Furnished,29,15,23,8,9,Low,No,Yes,"Gym, Garden",West,Builder,Ready_to_Move
212243,Tamil Nadu,Coimbatore,Locality_74,Villa,1,4619,183.65,0.04,2020,Semi-furnished,15,11,5,10,8,Medium,Yes,No,"Gym, Pool, Garden, Clubhouse",South,Builder,Under_Construction
212244,Haryana,Faridabad,Locality_362,Villa,3,1810,53.05,0.03,2018,Semi-furnished,5,18,7,5,4,Medium,Yes,Yes,"Gym, Garden",West,Builder,Under_Construction
212245,Madhya Pradesh,Indore,Locality_460,Apartment,4,1803,293.85,0.16,1996,Unfurnished,4,27,29,7,9,Low,Yes,Yes,Clubhouse,North,Broker,Ready_to_Move
212246,Karnataka,Mysore,Locality_13,Villa,2,2105,333.46,0.16,1995,Unfurnished,10,19,30,7,8,High,Yes,Yes,"Pool, Gym, Clubhouse, Playground, Garden",North,Broker,Ready_to_Move
212247,Uttar Pradesh,Lucknow,Locality_417,Villa,3,1154,184.21,0.16,2022,Unfurnished,2,14,3,3,6,High,No,No,Garden,West,Builder,Under_Construction
212248,Jharkhand,Jamshedpur,Locality_482,Villa,3,4711,470.09,0.1,2018,Furnished,19,24,7,5,1,High,Yes,Yes,"Playground, Garden",South,Builder,Ready_to_Move
212249,Odisha,Cuttack,Locality_35,Apartment,1,4979,466.85,0.09,2014,Unfurnished,13,10,11,5,9,Low,No,No,"Garden, Pool",North,Broker,Ready_to_Move
212250,Odisha,Bhubaneswar,Locality_60,Villa,2,1751,494.95,0.28,2015,Unfurnished,17,5,10,1,8,High,No,No,"Pool, Playground, Garden, Clubhouse, Gym",North,Broker,Under_Construction
212251,Uttarakhand,Haridwar,Locality_182,Apartment,2,3764,25.38,0.01,1997,Semi-furnished,28,15,28,9,1,Medium,No,No,"Pool, Gym, Garden, Clubhouse",North,Broker,Ready_to_Move
212252,Gujarat,Ahmedabad,Locality_239,Apartment,4,2940,192.57,0.07,2013,Semi-furnished,8,28,12,1,6,Low,No,No,Playground,South,Builder,Ready_to_Move
212253,Andhra Pradesh,Vishakhapatnam,Locality_231,Villa,4,2909,42.02,0.01,2019,Unfurnished,15,12,6,1,4,Medium,No,No,"Pool, Garden, Gym",North,Builder,Under_Construction
212254,Jharkhand,Ranchi,Locality_336,Independent House,2,1038,320.38,0.31,2008,Semi-furnished,15,6,17,1,10,High,No,Yes,"Gym, Clubhouse",North,Broker,Under_Construction
212255,Telangana,Warangal,Locality_102,Independent House,1,1648,86.29,0.05,2011,Furnished,5,25,14,3,5,Low,Yes,No,"Garden, Playground, Pool, Gym",South,Owner,Under_Construction
212256,Chhattisgarh,Raipur,Locality_307,Apartment,3,3144,174.04,0.06,2004,Unfurnished,24,12,21,1,8,High,No,Yes,"Garden, Clubhouse, Pool",West,Owner,Under_Construction
212257,Delhi,Dwarka,Locality_58,Independent House,2,1932,280.3,0.15,2017,Furnished,10,6,8,4,5,Low,Yes,Yes,"Playground, Clubhouse, Gym, Pool, Garden",West,Builder,Ready_to_Move
212258,Delhi,New Delhi,Locality_106,Villa,5,3560,246.51,0.07,1994,Unfurnished,22,16,31,10,7,High,No,No,Playground,East,Owner,Ready_to_Move
212259,Karnataka,Mysore,Locality_377,Independent House,4,4416,196.37,0.04,2023,Unfurnished,8,5,2,5,3,Medium,Yes,No,"Gym, Garden, Pool, Clubhouse",West,Broker,Ready_to_Move
212260,Gujarat,Surat,Locality_354,Villa,5,2490,472.97,0.19,2007,Furnished,25,3,18,3,9,Low,Yes,No,"Garden, Pool, Playground, Gym, Clubhouse",South,Broker,Ready_to_Move
212261,Karnataka,Bangalore,Locality_236,Villa,3,4436,142.54,0.03,2006,Unfurnished,10,2,19,2,1,Medium,Yes,Yes,"Gym, Garden, Clubhouse, Playground",South,Owner,Under_Construction
212262,Tamil Nadu,Coimbatore,Locality_116,Apartment,5,2674,21.06,0.01,2008,Unfurnished,10,3,17,8,2,Medium,No,No,Garden,West,Broker,Ready_to_Move
212263,Telangana,Warangal,Locality_162,Villa,3,4054,312.69,0.08,2018,Unfurnished,2,19,7,7,1,Low,No,No,Clubhouse,West,Broker,Under_Construction
212264,Maharashtra,Nagpur,Locality_190,Villa,4,2869,77.39,0.03,2010,Unfurnished,9,25,15,7,5,Low,Yes,No,"Clubhouse, Playground, Garden, Gym, Pool",South,Broker,Ready_to_Move
212265,Chhattisgarh,Bilaspur,Locality_16,Apartment,5,3907,315.61,0.08,2015,Furnished,19,1,10,1,2,Medium,No,Yes,"Pool, Clubhouse, Gym",North,Builder,Under_Construction
